,BeverageCategory,Beverage,Food,Rating
490,Red Wine,Bordeaux AOC Red,Pheasant,4.5
491,Red Wine,"Burgundy, Red",Pheasant,4.5
492,Liquor,Rum and Rum Based Drinks,Pineapple,4.5
493,Red Wine,Barbera DOC,Pizza,4.5
494,Beer,Amber Ale,Pizza,4.5
495,Beer,Lager,Pizza,4.5
496,Beer,Pilsner,Pizza,4.5
497,Red Wine,Chianti Classico DOCG,Pizza,4.5
498,Pop,Root Beer,Pizza,4.5
499,Red Wine,Sangiovese,Pizza,4.5
500,Red Wine,Zinfandel,Pizza,4.5
501,Port,"Port, Ruby",Plums,4.5
502,Port,"Port, Vintage",Plums,4.5
503,White Wine,Chardonnay,Polenta with Cheese and Mushrooms,4.5
504,Sparkling Wine,Sparkling Wine,Popcorn,4.5
505,Red Wine,"Beaujolais, Cru",Pork,4.5
506,White Wine,Chardonnay,Pork,4.5
507,White Wine,Gewürztraminer,Pork,4.5
508,Red Wine,Pinot Noir,Pork,4.5
509,White Wine,Riesling,Pork,4.5
510,Red Wine,Zinfandel,Pork,4.5
511,White Wine,Gewürztraminer,Pork With Fruit or Fruit Sauce,4.5
512,Red Wine,Pinot Noir,Pork Loin,4.5
513,White Wine,Chardonnay,Pork Roasted,4.5
514,White Wine,Kabinett Riesling,Pork Roasted,4.5
515,Red Wine,Barbera d'Alba (DOC),Prosciutto,4.5
516,Sparkling Wine,"Sparkling Wine, Rosé",Prosciutto,4.5
517,White Wine,Pinot Grigio,Prosciutto,4.5
518,Fortified Wine,"Madeira, Malmsey",Pumpkin,4.5
519,Port,"Port, Tawny",Pumpkin,4.5
520,Sherry,"Sherry, Cream ",Pumpkin,4.5
521,Sherry,"Sherry, Oloroso",Pumpkin,4.5
522,Red Wine,Bordeaux AOC Red,Quail,4.5
523,Red Wine,"Burgundy, Red",Quail,4.5
524,Red Wine,Pinot Noir,Quail,4.5
525,Red Wine,"Rioja, Red",Quail,4.5
526,Red Wine,"Ribera del Duero, Red",Beef Goulash,4.5
527,Beer,Saison,Swordfish,4.5
528,White Wine,Riesling,Raspberries,4.5
529,Dessert Wine,"Riesling, Late Harvest",Raspberries,4.5
530,Sparkling Wine,"Champagne, Rosé ",Raspberry Dessert,4.5
531,Dessert Wine,"Riesling, Late Harvest",Raspberry Dessert (Creamy),4.5
532,Rosé,Rosé,Ratatouille,4.5
533,Dessert Wine,"Muscat, Orange",Rhubarb,4.5
534,Red Wine,Pinot Noir,Mushroom Risotto,4.5
535,Red Wine,Beaujolais,Salad,4.5
536,Rosé,Rosé,Salad,4.5
537,White Wine,Sauvignon Blanc,Salad,4.5
538,White Wine,Chardonnay,Chicken Salad,4.5
539,White Wine,Sauvignon Blanc,Chicken Salad,4.5
540,White Wine,Sauvignon Blanc,Tomato Salad,4.5
541,White Wine,Chardonnay,Salmon,4.5
542,Beer,Imperial Stout,Strawberry Tart,4.5
543,Sparkling Wine,Champagne,Hollandaise Sauce,4.5
544,White Wine,Chardonnay,Hollandaise Sauce,4.5
545,Red Wine,Zinfandel,Grilled Sausage,4.5
546,Red Wine,Beaujolais,Grilled Sausage,4.5
547,Beer,Pilsner,Bratwurst Sausage,4.5
548,Red Wine,Amarone,Braised Beef with Amarone Risotto,4.5
549,Red Wine,Beaujolais,Saucisson,4.5
550,White Wine,"Burgundy, White",Scallops,4.5
551,Sparkling Wine,Champagne,Scallops,4.5
552,White Wine,Chardonnay,Scallops,4.5
553,White Wine,Riesling,Scallops,4.5
554,White Wine,Sauvignon Blanc,Scallops,4.5
555,White Wine,Meursault,Scallops in a Cream Sauce,4.5
556,White Wine,Chardonnay,Grilled Scallops,4.5
557,White Wine,Riesling,Scallops Sautéed,4.5
558,White Wine,Chardonnay,Sea Bass,4.5
559,White Wine,Chardonnay,Sea Bass Baked,4.5
560,White Wine,"Chardonnay, Unoaked",Sea Bass Baked,4.5
561,White Wine,"Chardonnay, Unoaked",Sea Bass Roasted,4.5
562,White Wine,Chardonnay,Seafood,4.5
563,White Wine,Riesling,Seafood,4.5
564,White Wine,Sauvignon Blanc,Seafood,4.5
565,Sherry,"Sherry, Fino",Seafood,4.5
566,White Wine,Viognier,Seafood,4.5
567,White Wine,Chardonnay,Seafood in a Cream Sauce,4.5
568,White Wine,Pinot Grigio,Seafood in a Cream Sauce,4.5
569,White Wine,Pinot Gris,Seafood in a Cream Sauce,4.5
570,White Wine,Chardonnay,Shark,4.5
571,Red Wine,Pinot Noir,Shark,4.5
572,White Wine,Albariño,Shellfish,4.5
573,White Wine,Chablis,Shellfish,4.5
574,Sparkling Wine,Champagne,Shellfish,4.5
575,White Wine,Chardonnay,Shellfish,4.5
576,White Wine,Pouilly Fumé,Shellfish,4.5
577,White Wine,Riesling,Shellfish,4.5
578,White Wine,"Riesling, Alsace",Shellfish,4.5
579,White Wine,Sauvignon Blanc,Shellfish,4.5
580,Sparkling Wine,Sparkling Wine,Shellfish,4.5
581,Beer,Wheat Beer,Shrimp,4.5
582,White Wine,Sauvignon Blanc,Shrimp,4.5
583,White Wine,Chardonnay,Grilled Shrimp,4.5
584,Beer,Ale,Salmon Smoked,4.5
585,Beer,Lager,Salmon Smoked,4.5
586,Beer,Smoked Beer,Salmon Smoked,4.5
587,Beer,Wheat Beer,Salmon Smoked,4.5
588,Sparkling Wine,"Champagne, Brut",Salmon Smoked,4.5
589,Sparkling Wine,"Champagne, Blanc de blancs ",Salmon Smoked,4.5
590,Sparkling Wine,"Champagne, Rosé ",Salmon Smoked,4.5
591,White Wine,Chardonnay,Salmon Smoked,4.5
592,White Wine,Riesling,Salmon Smoked,4.5
593,White Wine,Riesling,Trout Smoked,4.5
594,White Wine,Sancerre,Trout Smoked,4.5
595,White Wine,Sauvignon Blanc,Trout Smoked,4.5
596,White Wine,Chardonnay,Sole Sautéed,4.5
597,White Wine,Chardonnay,Sole with a Cream Sauce,4.5
598,White Wine,"Burgundy, White",Sole,4.5
599,White Wine,Chablis,Sole,4.5
600,White Wine,"Chardonnay, Unoaked",Sole,4.5
601,White Wine,"Burgundy, White",Dover Sole,4.5
602,Rosé,Rosé,Bouillabaisse,4.5
603,Rosé,Tavel,Bouillabaisse,4.5
604,White Wine,Chardonnay,New England Clam Chowder,4.5
605,Sherry,"Sherry, Amontillado",Crab Bisque,4.5
606,Beer,Weissbier,Tapas,4.5
607,Beer,Pale Ale,Gumbo,4.5
608,Beer,Lager,Gumbo,4.5
609,Red Wine,Chianti DOCG,Minestrone Soup,4.5
610,Red Wine,Sangiovese,Minestrone Soup,4.5
611,White Wine,Gewürztraminer,Soy Sauce,4.5
612,Red Wine,Pinot Noir,Soy Sauce,4.5
613,Red Wine,Amarone,Pasta with Duck Sauce,4.5
614,White Wine,"Chardonnay, Unoaked",Spinach,4.5
615,Red Wine,Bordeaux AOC Red,Squab,4.5
616,Red Wine,Cabernet Sauvignon,Squab,4.5
617,Red Wine,Cabernet Sauvignon,Squab Roasted,4.5
618,Red Wine,Zinfandel,Steak,4.5
619,Red Wine,Zinfandel,Grilled Steak,4.5
620,Red Wine,Cabernet Sauvignon,Steak with Black Pepper,4.5
621,Red Wine,Cabernet Sauvignon,Steak Filet Mignon,4.5
622,Red Wine,Merlot,Steak Filet Mignon,4.5
623,Red Wine,Cabernet Sauvignon,Grilled Steak,4.5
624,Beer,Dubbel,Terrine,4.5
625,Red Wine,Cabernet Sauvignon,Steak Rib Eye,4.5
626,Red Wine,Bordeaux AOC Red,Steak Sirloin,4.5
627,Red Wine,Cabernet Sauvignon,NY Strip Steak,4.5
628,Dessert Wine,Sauternes,Strawberries,4.5
629,Sparkling Wine,"Champagne, Rosé ",Strawberry Desserts,4.5
630,Sparkling Wine,"Sparkling Wine, Rosé",Strawberry Desserts,4.5
631,Dessert Wine,Sauternes,Strawberry Desserts,4.5
632,White Wine,"Burgundy, White",Striped Bass,4.5
633,White Wine,Chardonnay,Striped Bass,4.5
634,Sake,Sake,Sushi,4.5
635,Beer,Pilsner,Tapas,4.5
636,Sparkling Wine,Champagne,Sushi,4.5
637,Sparkling Wine,Sparkling Wine,Sushi,4.5
638,White Wine,Pinot Grigio,Sushi,4.5
639,White Wine,"Burgundy, White",Sweetbreads,4.5
640,Red Wine,Pinot Noir,Swordfish,4.5
641,White Wine,Chardonnay,Swordfish Baked,4.5
642,White Wine,Chardonnay,Swordfish Broiled,4.5
643,White Wine,Chardonnay,Grilled Swordfish,4.5
644,Beer,Witbier,Tempura,4.5
645,Beer,Kölsch,Tempura,4.5
646,Beer,Weissbier,Tempura,4.5
647,Rosé,Rosé,Tapenade,4.5
648,Beer,Ale,Thai Cuisine,4.5
649,Beer,Pilsner,Thai Cuisine,4.5
650,White Wine,Gewürztraminer,Thai Cuisine,4.5
651,White Wine,Sauvignon Blanc,Thai Cuisine,4.5
652,White Wine,Sauvignon Blanc,Thyme,4.5
653,Dessert Wine,"Muscat, Sweet",Tiramisu,4.5
654,Sake,Sake,Tofu,4.5
655,Red Wine,Barbera DOC,Tomato,4.5
656,Red Wine,Chianti DOCG,Tomato,4.5
657,Red Wine,Sangiovese,Tomato,4.5
658,White Wine,Sauvignon Blanc,Tomatoes Raw,4.5
659,White Wine,Riesling,Grilled Trout,4.5
660,White Wine,"Riesling, Alsace",Grilled Trout,4.5
661,White Wine,Riesling,Trout Sautéed,4.5
662,White Wine,"Riesling, Alsace",Trout Sautéed,4.5
663,White Wine,"Chardonnay, Unoaked",Tuna,4.5
664,Red Wine,Pinot Noir,Grilled Tuna,4.5
665,White Wine,Chardonnay,Grilled Turbot,4.5
666,White Wine,Chardonnay,Turkey,4.5
667,Red Wine,Pinot Noir,Turkey,4.5
668,White Wine,Chardonnay,Turkey Roasted,4.5
669,Red Wine,Pinot Noir,Turkey Roasted,4.5
670,Beer,Gose,Grilled Fish,4.5
671,Red Wine,Bordeaux AOC Red,Veal,4.5
672,White Wine,Chardonnay,Veal With Cream Sauce,4.5
673,White Wine,Sauvignon Blanc,Vegetarian Dishes,4.5
674,Beer,Gose,Lobster,4.5
675,Rosé,Rosé,Vegetarian Dishes Grilled,4.5
676,Rosé,Rosado,Vegetarian Dishes Grilled,4.5
677,Red Wine,Barolo,Venison,4.5
678,Red Wine,"Rhone, Red Wine",Venison,4.5
679,Red Wine,Zinfandel,Venison,4.5
680,White Wine,Gewürztraminer,Vietnamese Cuisine,4.5
681,White Wine,Riesling,Vietnamese Cuisine,4.5
682,Port,"Port, Tawny",Walnuts,4.5
683,Port,"Port, Vintage",Walnuts,4.5
684,Port,"Port, Tawny",Walnut Desserts,4.5
685,Port,"Port, Ruby",Walnut Desserts,4.5
686,White Wine,Riesling,Wasabi,4.5
687,Red Wine,Valpolicella,Zucchini,4.5
688,Dessert Wine,"Jurançon, Sweet AOC",Foie Gras,4.5
689,Red Wine,Madiran AOC,Roasted Duck,4.5
690,Rosé,"Côtes de Provence, Rosé AOC",Salad,4.5
691,Red Wine,Dolcetto d'Alba DOC,Antipasto,4.5
692,White Wine,Albariño,Chinese Food Takeout/Buffet,4.5
693,White Wine,Albariño,Sushi,4.5
694,White Wine,Albariño,Scallops,4.5
695,White Wine,Albariño,Squid,4.5
696,Sparkling Wine,Cava,Grilled Tapas,4.5
697,Rosé,"Rioja, Rosé",Tapas,4.5
698,Red Wine,"Coteaux du Languedoc, Red AOC",Sausage,4.5
699,Red Wine,"Coteaux du Languedoc, Red AOC",Rabbit with Mustard,4.5
700,Dessert Wine,Bonnezeaux,Cinnamon Apricot Tart,4.5
701,Dessert Wine,Bonnezeaux,Apple Tatin,4.5
702,Red Wine,Cornas AOC,Braised Lamb Shoulder,4.5
703,Red Wine,Côte Rôtie (AOC),Turkey Roasted,4.5
704,Beer,Weissbier,Eggs Benedict,4.5
705,Sparkling Wine,Sparkling Wine,Oysters Raw,4.5
706,White Wine,Sauvignon Blanc,Oysters Raw,4.5
707,White Wine,Pouilly Fumé,Goat Cheese,4.5
708,White Wine,Sauvignon Blanc,Tapas,4.5
709,Red Wine,Cabernet Franc,Sauerkraut,4.5
710,Red Wine,Zinfandel,Cabbage Rolls,4.5
711,White Wine,Riesling,Chicken Tacos,4.5
712,Red Wine,Zinfandel,Pork Tacos,4.5
713,Red Wine,Pinot Noir,Baked Beans,4.5
714,Red Wine,Barolo,Wild Boar Barbecued,4.5
715,Red Wine,Shiraz,Wild Boar Barbecued,4.5
716,Red Wine,Syrah,Wild Boar Barbecued,4.5
717,Red Wine,Shiraz,Wild Boar Grilled,4.5
718,Red Wine,Syrah,Wild Boar Grilled,4.5
719,Red Wine,Barolo,Wild Boar Roasted,4.5
720,Red Wine,Super Tuscan,Wild Boar Roasted,4.5
721,Sparkling Wine,Sparkling Wine,Calamari,4.5
722,White Wine,Riesling,Calamari,4.5
723,Sherry,"Sherry, Amontillado",Charcuterie,4.5
724,Sherry,"Sherry, Fino",Charcuterie,4.5
725,Sherry,"Sherry, Manzanilla",Charcuterie,4.5
726,Red Wine,Nero d'Avola,Farsumagru,4.5
727,Red Wine,Grenache,Lamb Stew,4.5
728,Red Wine,Grenache,Pork Roasted,4.5
729,Sparkling Wine,Sparkling Wine,Strawberry Shortcake,4.5
730,White Wine,Grüner Veltliner,BLT,4.5
731,White Wine,Grüner Veltliner,Salmon Smoked,4.5
732,White Wine,Sauvignon Blanc,Grilled Vegetable Sandwich,4.5
733,Red Wine,Baco Noir,Hamburgers,4.5
734,Sparkling Wine,Sparkling Wine,Mixed Greens with Raspberry Vinaigrette,4.5
735,White Wine,Chardonnay,Sole with Lemon Butter Sauce,4.5
736,White Wine,Sauvignon Blanc,Herbed Sole,4.5
737,Sparkling Wine,Prosecco,Popcorn,4.5
738,Tea,Oolong Tea,Hazelnut Banana French Toast,4.5
739,Sherry,"Sherry, Oloroso",Hazelnut Banana French Toast,4.5
740,Dessert Wine,Banyuls,Hazelnut Banana French Toast,4.5
741,Sparkling Wine,Prosecco,Hazelnut Banana French Toast,4.5
742,Sparkling Wine,Prosecco,Deep Fried Butter,4.5
743,White Wine,Sauvignon Blanc,Salmon Burgers,4.5
744,Beer,Hefeweizen / Hefeweissbier,Goat Cheese,4.5
745,Beer,Old Ale,Roquefort Cheese,4.5
746,Beer,British Strong Ale,Roquefort Cheese,4.5
747,Beer,Old Ale,Gorgonzola Cheese,4.5
748,Beer,British Strong Ale,Gorgonzola Cheese,4.5
749,Beer,Old Ale,Stilton Cheese,4.5
750,Beer,British Strong Ale,Stilton Cheese,4.5
751,Beer,Witbier,Mozzarella Cheese,4.5
752,Beer,English Brown Ale,Eggplant Parmesan,4.5
753,Beer,Belgian Red Ale,Mixed Greens with Raspberry Vinaigrette,4.5
754,Beer,Belgian Gueuze Lambic,Tomato Salad,4.5
755,Beer,India Pale Ale - IPA,Hamburgers,4.5
756,Beer,Belgian Ale,Aioli,4.5
757,Beer,Saison,Aioli,4.5
758,Beer,American Brown Ale,Almond,4.5
759,Beer,Pale Ale,Almond,4.5
760,Beer,Pilsner,Anchovies,4.5
761,Beer,India Pale Ale - IPA,Avocado,4.5
762,Beer,Pale Ale,Avocado,4.5
763,Red Wine,Amarone,Duck,4.5
764,Red Wine,Amarone,Game Birds,4.5
765,Sherry,"Sherry, Oloroso",Pumpkin Pie,4.5
766,Sherry,"Sherry, Cream ",Pumpkin Pie,4.5
767,Beer,Oatmeal Stout,Pumpkin Pie,4.5
768,Beer,American Wheat Beer,Omelette with Cheese,4.5
769,Beer,American Wheat Beer,Chef's Salad,4.5
770,Beer,American Wheat Beer,Turbot,4.5
771,Beer,American Wheat Beer,Sole,4.5
772,Beer,American Wheat Beer,Halibut Poached,4.5
773,Beer,American Wheat Beer,Salad,4.5
774,Beer,American Wheat Beer,Bacon,4.5
775,Beer,American Wheat Beer,Chorizo Sausage,4.5
776,Beer,Weissbier,Eel,4.5
777,Beer,Weissbier,Omelette with Cheese,4.5
778,Beer,Wheat Beer,Omelette with Cheese,4.5
779,Beer,Witbier,Omelette with Cheese,4.5
780,Beer,India Pale Ale - IPA,Empanadas,4.5
781,Beer,American Pale Ale,Enchiladas,4.5
782,Beer,Witbier,Fish Cakes,4.5
783,White Wine,Spätlese Riesling,Appleby's Cheese,4.5
784,Beer,American India Pale Ale,Falafel,4.5
785,Beer,Weissbier,Caesar Salad,4.5
786,Beer,Witbier,Caesar Salad,4.5
787,Beer,American Pale Ale,Cajun Cuisine,4.5
788,Beer,Pilsner,Calamari,4.5
789,Beer,Trappist,Liver,4.5
790,Beer,Abbey Beer,Liver,4.5
791,Beer,Pilsner,Caribbean Cusine,4.5
792,Beer,Biere De Garde,Cassoulet,4.5
793,Beer,Pilsner,Caviar,4.5
794,Beer,Framboise/Frambozen,Cheesecake,4.5
795,Beer,Biere De Garde,Roasted Chicken,4.5
796,Beer,Dunkel,Roasted Chicken,4.5
797,Beer,American Amber Ale,Barbecued Chicken with Barbacue Sauce,4.5
798,Beer,American Brown Ale,Barbecued Chicken with Barbacue Sauce,4.5
799,Beer,American Pale Ale,Tandoori Chicken,4.5
800,Beer,Saison,Tandoori Chicken,4.5
801,Beer,Weissbier,Chinese Cuisine,4.5
802,Beer,Weissbock,Chinese Cuisine,4.5
803,Beer,American Porter,Chocolate,4.5
804,Beer,American Stout,Chocolate,4.5
805,Beer,Weissbier,Clam Chowder,4.5
806,Beer,Witbier,Clam Chowder,4.5
807,Beer,American India Pale Ale,Chorizo Sausage,4.5
808,Beer,American Pale Ale,Chorizo Sausage,4.5
809,Beer,Belgian Ale,Choucroute,4.5
810,Beer,American Pale Ale,Chili Con Carne,4.5
811,Beer,American Brown Ale,Chili Con Carne,4.5
812,Beer,American India Pale Ale,"Chili, Texas Style",4.5
813,Beer,American Pale Ale,"Chili, Texas Style",4.5
814,Beer,American Brown Ale,"Chili, Texas Style",4.5
815,Beer,American Pale Ale,Chili Relleno,4.5
816,Beer,American India Pale Ale,Chili Relleno,4.5
817,Beer,Weissbier,Haddock Smoked,4.5
818,Beer,Smoked Beer,Haddock Smoked,4.5
819,Beer,Smoked Beer,Haggis,4.5
820,Beer,Scotch Ale,Haggis,4.5
821,Beer,Witbier,Halibut,4.5
822,Beer,Irish Stout,Ham,4.5
823,Beer,Irish Stout,Prosciutto,4.5
824,Beer,Schwarzbier,Prosciutto,4.5
825,Beer,Irish Stout,Serrano,4.5
826,Beer,Schwarzbier,Serrano,4.5
827,Beer,Weissbier,Hummus,4.5
828,Beer,Imperial Stout,Ice Cream,4.5
829,Beer,Cream Stout,Ice Cream,4.5
830,Beer,Saison,Indian Cuisine Spicy-Hot,4.5
831,Beer,Pilsner,Indian Cuisine Spicy-Hot,4.5
832,Beer,Weissbier,Indian Cuisine,4.5
833,Beer,Dubbel,Roasted Lamb,4.5
834,Beer,Scotch Ale,Roasted Lamb,4.5
835,Beer,American Brown Ale,Grilled Lamb,4.5
836,Beer,British Brown Ale,Grilled Lamb,4.5
837,Beer,American Amber Ale,Grilled Lamb,4.5
838,Beer,American Stout,Lemon Tart,4.5
839,Beer,Oktoberfest Märzen,Lentils,4.5
840,Beer,Weissbier,Lobster,4.5
841,Beer,British Bitter,Macaroni and Cheese,4.5
842,Beer,British Pale Ale,Macaroni and Cheese,4.5
843,Beer,British Bitter,Meatloaf,4.5
844,Beer,British Brown Ale,Meatloaf,4.5
845,Beer,British Pale Ale,Meatloaf,4.5
846,Beer,Porter,Meatloaf,4.5
847,Beer,Weissbier,Melon,4.5
848,Beer,Weissbier,Monkfish,4.5
849,Beer,Weissbier,Moroccan Cuisine,4.5
850,Beer,Doppelbock,Mushrooms,4.5
851,Beer,Witbier,Mussels,4.5
852,Beer,Weissbier,Mussels,4.5
853,Beer,English Brown Ale,Pork Tenderloin,4.5
854,Beer,English Brown Ale,Mushrooms,4.5
855,Beer,English Brown Ale,Beef Stew,4.5
856,Beer,American India Pale Ale,Nachos,4.5
857,Beer,British Brown Ale,Nuts,4.5
858,Beer,English Brown Ale,Nuts,4.5
859,Beer,Pilsner,Chorizo Sausage,4.5
860,Beer,Pilsner,Andouille Sausage,4.5
861,Beer,Pilsner,Hot and Spicy Italian Sausages,4.5
862,Beer,Pilsner,Merguez,4.5
863,Beer,Tripel,Olives,4.5
864,Beer,Dubbel,Olives,4.5
865,Beer,Witbier,Omelette,4.5
866,Beer,Weissbier,Omelette,4.5
867,Beer,American Wheat Beer,Omelette,4.5
868,Beer,Trappist,Osso Buco,4.5
869,Beer,Abbey Beer,Osso Buco,4.5
870,Beer,American Brown Ale,Oxtail,4.5
871,Beer,British Brown Ale,Oxtail,4.5
872,Beer,Biere De Garde,Ostrich,4.5
873,Beer,Biere De Garde,Onion Tart,4.5
874,Beer,Belgian Strong Golden Ale,Paella,4.5
875,Beer,Biere De Garde,Paella,4.5
876,Beer,Imperial Stout,Panna Cotta,4.5
877,Beer,Biere De Garde,Partridge,4.5
878,Beer,Dubbel,Partridge,4.5
879,Beer,Tripel,Fettucine Alfredo,4.5
880,Beer,Tripel,Pasta Alla Carbonara,4.5
881,Beer,Tripel,Pasta with Cheese Sauce,4.5
882,Beer,Weissbier,Pasta with Seafood,4.5
883,Beer,Tripel,Pasta with Pesto Sauce,4.5
884,Beer,Biere De Garde,Pâté,4.5
885,Beer,Dubbel,Pâté,4.5
886,Beer,American Pale Ale,Satay,4.5
887,Beer,American India Pale Ale,Satay,4.5
888,Beer,American India Pale Ale,Peanut Sauce,4.5
889,Beer,American Pale Ale,Peanut Sauce,4.5
890,Beer,Imperial Stout,Pecan Pie,4.5
891,Beer,Biere De Garde,Pheasant,4.5
892,Beer,American Amber Lager,Pizza,4.5
893,Beer,Dunkel,Pork Roasted,4.5
894,Beer,Spiced Beer,Pumpkin Pie,4.5
895,Beer,American Brown Ale,Pepperoni Pizza,4.5
896,Red Wine,Merlot,Pepperoni Pizza,4.5
897,Beer,Hefeweizen / Hefeweissbier,White Pizza,4.5
898,White Wine,Soave (Superiore),White Pizza,4.5
899,Beer,Weissbier,Quiche,4.5
900,Beer,Witbier,Quiche,4.5
901,Beer,British Brown Ale,Bangers and Mash,4.5
902,White Wine,Chardonnay,Lemon Stuffed Chicken,4.5
903,White Wine,Riesling,Pork Tenderloin,4.5
904,White Wine,Riesling,Sushi,4.5
905,White Wine,Chardonnay,Pork Tenderloin,4.5
906,Red Wine,Barolo,Goose,4.5
907,Red Wine,Barbaresco DOCG,Goose,4.5
908,Red Wine,Barbaresco Riserva DOCG,Goose,4.5
909,White Wine,Viura,Mushrooms,4.5
910,White Wine,Verdejo,Tomato,4.5
911,White Wine,Verdejo,Gazpacho,4.5
912,Red Wine,Garnacha,Saffron,4.5
913,Beer,Doppelbock,Venison,4.5
914,Beer,American India Pale Ale,Grapefruit Arugula Salad,4.5
915,White Wine,Sauvignon Blanc,"Shrimp, Leek, and Spinach Risotto",4.5
916,Beer,American India Pale Ale,Samosas,4.5
917,Red Wine,Appassimento,Pork Roasted,4.5
918,Tea,Tea,Birthday Cake,4.5
919,Red Wine,Pinot Noir,Rotisserie Chicken,4.5
920,Red Wine,Chianti DOCG,Spaghetti and Meatballs,4.5
921,Other,Hard Cider,Pork Tenderloin,4.5
922,Beer,Amber Ale,Venison Shepherd's Pie,4.5
923,White Wine,Riesling,Chicken Curry Dishes,4.5
924,Beer,Pilsner,Salami,4.5
925,Beer,Weissbier,Grilled Salmon ,4.5
926,Beer,Witbier,Salmon,4.5
927,Beer,American Pale Ale,Salsa,4.5
928,Beer,American India Pale Ale,Salsa,4.5
929,Beer,Pilsner,Sardines,4.5
930,Beer,Belgian Pale Ale,Sausage,4.5
931,Beer,British Bitter,Sausage,4.5
932,Beer,British Brown Ale,Scallops,4.5
933,Beer,Pilsner,Shrimp,4.5
934,Beer,British Bitter,Shepherd's Pie,4.5
935,Red Wine,Pinot Noir,Tuna Steak,4.5
936,Sparkling Wine,Prosecco,Caprese Salad,4.5
937,Red Wine,Shiraz,Barbecued Ribs,4.5
938,Red Wine,Chianti DOCG,Bruschetta,4.5
939,White Wine,Sauvignon Blanc,Bruschetta,4.5
940,White Wine,Riesling,Bruschetta,4.5
941,Beer,Wheat Beer,Bruschetta,4.5
942,Beer,Pilsner,Bruschetta,4.5
943,White Wine,Chardonnay,Vegetarian Stir Fry,4.5
944,White Wine,Chardonnay,Perogies,4.5
945,White Wine,Riesling,Chinese Food Takeout/Buffet,4.5
946,Red Wine,Pinot Noir,Chinese Food Takeout/Buffet,4.5
947,Sparkling Wine,Sparkling Wine,Chinese Food Takeout/Buffet,4.5
948,Red Wine,Zinfandel,Chinese Food Takeout/Buffet,4.5
949,White Wine,Chardonnay,Grilled Cheese Sandwich,4.5
950,Red Wine,"Côtes du Rhône, Red",Italian Submarine Sandwich,4.5
951,Red Wine,Negroamaro,Pizza,4.5
952,Other,Mead,Indian Cuisine,4.5
953,Other,Mead,Cheese,4.5
954,Other,Mead,Ham,4.5
955,Other,Mead,Gorgonzola Cheese,4.5
956,Other,Mead,Blue Cheese,4.5
957,Other,Mead,Stilton Cheese,4.5
958,Other,Mead,Roquefort Cheese,4.5
959,White Wine,Meursault,Almond,4.5
960,Red Wine,Ripasso Valpolicella,Grilled Steak,4.5
961,Red Wine,Ripasso Valpolicella,Pasta with Meatballs/Meat Sauce,4.5
962,Beer,India Pale Ale - IPA,Salami,4.5
963,Sherry,"Sherry, Fino",Artichoke,4.5
964,Red Wine,Pinot Noir,Potato Leek Soup,4.5
965,Beer,Nut Brown Ale,Hamburger with BBQ Sauce,4.5
966,White Wine,Chardonnay,Seafood Macaroni and Cheese,4.5
967,Beer,Irish Red Ale,Corned Beef,4.5
968,Red Wine,Rioja Reserva,Grilled Tuna,4.5
969,Red Wine,Rioja Gran Reserva,Grilled Tuna,4.5
970,Red Wine,Rioja Crianza,Tapas,4.5
971,Red Wine,Brunello di Montalcino (DOCG),Portobello Mushrooms,4.5
972,Red Wine,Brunello di Montalcino Riserva (DOCG),Bistecca Alla Florentina,4.5
973,Beer,English Porter,Grilled Scallops,4.5
974,Beer,English Porter,Shish Kabob,4.5
975,Beer,Baltic Porter,Soufflé,4.5
976,Sparkling Wine,Prosecco,Jalapeño Poppers,4.5
977,Red Wine,Rosso Conero DOC,Game Stewed,4.5
978,Beer,English Brown Ale,BBQ Ribs,4.5
979,Red Wine,Petit Verdot,Hamburgers,4.5
980,Red Wine,Petit Verdot,Sausage,4.5
981,Red Wine,Petit Verdot,Grilled Eggplant,4.5
982,Red Wine,Tempranillo Reserva,Steak Sirloin,4.5
983,Red Wine,Tempranillo Reserva,Lamb Chops,4.5
984,Rosé,Rosé,Spam,4.5
985,Red Wine,Zinfandel,Spam,4.5
986,Rosé,Rosé,Black Forest Ham,4.5
987,Red Wine,Zinfandel,Black Forest Ham,4.5
988,Red Wine,Sangiovese,Mortadella,4.5
989,Rosé,Rosé,Mortadella,4.5
990,White Wine,Riesling,Canadian Bacon,4.5
991,Rosé,White Zinfandel,Canadian Bacon,4.5
992,White Wine,Riesling,Honey Baked Ham,4.5
993,White Wine,Chenin Blanc,Honey Baked Ham,4.5
994,Rosé,White Zinfandel,Honey Baked Ham,4.5
995,Dessert Wine,Sweet Marsala,Apple Pie,4.5
996,Dessert Wine,"Ice Wine, Riesling",Cheesecake,4.5
997,Red Wine,Recioto della Valpolicella,Cheesecake Chocolate,4.5
998,Red Wine,"Fiano di Avellino, White, Dry",Orecchiette Kale Pesto,4.5
999,White Wine,Pinot Grigio,Pasta with Seafood,4.5
1000,Beer,Witbier,Sole,4.5
1001,Beer,Hefeweizen / Hefeweissbier,Tomato Soup,4.5
1002,White Wine,Chardonnay,Pasta with Cheese Sauce,4.5
1003,Red Wine,Montepulciano,Hamburgers with Mushrooms,4.5
1004,Red Wine,Montepulciano,Filipino Beef Adobo,4.5
1005,Red Wine,Nero d'Avola,Venison Stew,4.5
1006,White Wine,Muscadet,Beurre Blanc,4.5
