,category,beverage,food,Grape,ind,sodium,calories,fat,cholesterol,carbs,protein,BODY,Tannin,Acid,ABV,Dryness,FRUIT
215,White Wine,Sauvignon Blanc,Fish Tacos,Sauvignon Blanc,83,407,409,18.8,54,43,17.3,2,0,5,3,2,2
216,White Wine,Sauvignon Blanc,Seafood Tempura,Sauvignon Blanc,4,1092,318,20.1,56,2,20.5,2,0,5,3,2,2
217,White Wine,Sauvignon Blanc,Fish Soup,Sauvignon Blanc,20,874,146,1.7,46,2,19.3,2,0,5,3,2,2
218,White Wine,Sancerre,Chicken Nuggets,Sauvignon Blanc,66,989,308,19.1,81,6,19.3,2,0,5,3,2,2
219,White Wine,Sauvignon Blanc,Corned Beef,Sauvignon Blanc,69,1877,455,33.7,162,4,30.6,2,0,5,3,2,2
220,White Wine,Sauvignon Blanc,Cajun Jambalaya - Seafood,Sauvignon Blanc,86,1177,349,13.8,72,3,22.7,2,0,5,3,2,2
221,White Wine,Sancerre,Cajun Jambalaya - Seafood,Sauvignon Blanc,86,1177,349,13.8,72,3,22.7,2,0,5,3,2,2
222,White Wine,Sauvignon Blanc,Pulled Pork,Sauvignon Blanc,89,990,335,5,49,4,21.2,2,0,5,3,2,2
223,White Wine,Sauvignon Blanc,Chicken Pot Pie,Sauvignon Blanc,94,517,412,23.9,55,4,18.4,2,0,5,3,2,2
224,White Wine,Sauvignon Blanc,Brussel Sprouts,Sauvignon Blanc,96,625,312,25.4,70,8,8,2,0,5,3,2,2
225,White Wine,Sancerre,Brussel Sprouts,Sauvignon Blanc,96,625,312,25.4,70,8,8,2,0,5,3,2,2
226,White Wine,Sancerre,Tempura Shrimp,Sauvignon Blanc,8,424,574,48.3,124,7,11.4,2,0,5,3,2,2
227,White Wine,Sauvignon Blanc,Veggie Burgers,Sauvignon Blanc,11,158,193,4.3,27,9,6.9,2,0,5,3,2,2
228,White Wine,Sauvignon Blanc,Tuna Tartare,Sauvignon Blanc,14,51,120,5.6,26,5,14.4,2,0,5,3,2,2
229,White Wine,Quincy,Mint and Goat’s Cheese Omelette,Sauvignon Blanc,15,,,,,,,2,0,5,3,2,2
230,White Wine,Quincy,Spicy Mushrooms with Pancetta,Sauvignon Blanc,16,1188,378,28.6,44,15,16.8,2,0,5,3,2,2
231,White Wine,Sancerre,Sazae-tsuboyaki,Sauvignon Blanc,19,,,,,,,2,0,5,3,2,2
232,White Wine,Sauvignon Blanc,Eggplant Parmesan,Sauvignon Blanc,31,1663,487,16,73,1,24.2,2,0,5,3,2,2
233,White Wine,Sauvignon Blanc,Okonomiyaki - Seafood,Sauvignon Blanc,32,231,180,7.7,56,1,25.3,2,0,5,3,2,2
234,White Wine,Sauvignon Blanc,Sauteed Brussel Sprouts & Prosciutto,Sauvignon Blanc,41,196,136,7.8,14,2,8.4,2,0,5,3,2,2
235,White Wine,Sauvignon Blanc,Arugula,Sauvignon Blanc,42,334,317,17.8,21,7,11,2,0,5,3,2,2
236,White Wine,Sauvignon Blanc,White Asparagus,Sauvignon Blanc,43,148,83,6.9,0,4,2.5,2,0,5,3,2,2
237,White Wine,Pouilly Fumé,Bass,Sauvignon Blanc,52,237,232,12.2,78,8,28.2,2,0,5,3,2,2
238,White Wine,Sancerre,Bass,Sauvignon Blanc,52,237,232,12.2,78,8,28.2,2,0,5,3,2,2
239,White Wine,Sauvignon Blanc,Bass,Sauvignon Blanc,52,237,232,12.2,78,8,28.2,2,0,5,3,2,2
240,White Wine,Sauvignon Blanc,Bay Leaf,Sauvignon Blanc,53,805,325,24.1,84,7,22.4,2,0,5,3,2,2
241,White Wine,Sauvignon Blanc,Green Beans,Sauvignon Blanc,55,699,236,13,34,3,6.3,2,0,5,3,2,2
242,White Wine,Sancerre,Green Beans,Sauvignon Blanc,55,699,236,13,34,3,6.3,2,0,5,3,2,2
243,White Wine,Sauvignon Blanc,White Chocolate,Sauvignon Blanc,63,229,596,44.2,157,8,8.9,2,0,5,3,2,2
244,White Wine,Sancerre,Tempura,Sauvignon Blanc,73,424,574,48.3,124,7,11.4,2,0,5,3,2,2
245,White Wine,Sauvignon Blanc,Tempura,Sauvignon Blanc,73,424,574,48.3,124,7,11.4,2,0,5,3,2,2
246,White Wine,Bordeaux AOC White,Bluefish,Sauvignon Blanc,74,1884,722,32.9,269,2,91.6,2,0,5,3,2,2
247,White Wine,Sauvignon Blanc,Bluefish,Sauvignon Blanc,74,1884,722,32.9,269,2,91.6,2,0,5,3,2,2
248,White Wine,Sauvignon Blanc,Grilled Bluefish,Sauvignon Blanc,75,846,554,28.5,163,7,42.4,2,0,5,3,2,2
249,White Wine,Sancerre,Brandade,Sauvignon Blanc,77,,,,,,,2,0,5,3,2,2
250,White Wine,Sauvignon Blanc,Brandade,Sauvignon Blanc,77,,,,,,,2,0,5,3,2,2
251,White Wine,Sancerre,Brunch,Sauvignon Blanc,80,1145,558,36.9,293,1,21.7,2,0,5,3,2,2
252,White Wine,Sauvignon Blanc,Cajun Cuisine,Sauvignon Blanc,81,1633,465,19.8,73,4,28.1,2,0,5,3,2,2
253,White Wine,Sauvignon Blanc,Brin D'Amour Cheese,Sauvignon Blanc,83,,,,,,,2,0,5,3,2,2
254,White Wine,Sauvignon Blanc,Capers,Sauvignon Blanc,85,595,269,25.8,66,6,3.2,2,0,5,3,2,2
255,White Wine,Sancerre,Capers,Sauvignon Blanc,85,595,269,25.8,66,6,3.2,2,0,5,3,2,2
256,White Wine,Sauvignon Blanc,Carrots,Sauvignon Blanc,89,259,374,18.8,38,7,5.2,2,0,5,3,2,2
257,White Wine,Sancerre,Catfish,Sauvignon Blanc,90,459,207,9,54,11,19.4,2,0,5,3,2,2
258,White Wine,Pouilly Fumé,Catfish,Sauvignon Blanc,90,459,207,9,54,11,19.4,2,0,5,3,2,2
259,White Wine,Sancerre,Boursin Cheese,Sauvignon Blanc,98,871,394,21.1,148,6,45,2,0,5,3,2,2
260,White Wine,Sancerre,Cream Cheese,Sauvignon Blanc,101,104,57,5.5,14,2,1,2,0,5,3,2,2
261,White Wine,Sauvignon Blanc,Raclette Cheese,Sauvignon Blanc,113,654,426,31.6,21,1,8,2,0,5,3,2,2
262,White Wine,Sancerre,Raclette Cheese,Sauvignon Blanc,113,654,426,31.6,21,1,8,2,0,5,3,2,2
263,White Wine,Sauvignon Blanc,Ricotta Cheese,Sauvignon Blanc,114,427,219,15.6,54,8,8.4,2,0,5,3,2,2
264,White Wine,Sancerre,Saint-Nectaire Cheese,Sauvignon Blanc,119,654,426,31.6,21,1,8,2,0,5,3,2,2
265,White Wine,Sancerre,Selles-Sur-Cher Cheese,Sauvignon Blanc,120,654,426,31.6,21,1,8,2,0,5,3,2,2
266,White Wine,Bordeaux AOC White,Selles-Sur-Cher Cheese,Sauvignon Blanc,120,654,426,31.6,21,1,8,2,0,5,3,2,2
267,White Wine,Sauvignon Blanc,Selles-Sur-Cher Cheese,Sauvignon Blanc,120,654,426,31.6,21,1,8,2,0,5,3,2,2
268,White Wine,Pouilly Fumé,Chervil,Sauvignon Blanc,138,9,172,6.9,0,6,3,2,0,5,3,2,2
269,White Wine,Sancerre,Chervil,Sauvignon Blanc,138,9,172,6.9,0,6,3,2,0,5,3,2,2
270,White Wine,Sauvignon Blanc,Chervil,Sauvignon Blanc,138,9,172,6.9,0,6,3,2,0,5,3,2,2
271,White Wine,Sauvignon Blanc,Garlic Chicken,Sauvignon Blanc,145,261,300,16.8,73,7,30.3,2,0,5,3,2,2
272,White Wine,Sauvignon Blanc,Grilled Chicken,Sauvignon Blanc,146,618,266,8.3,70,22,24.7,2,0,5,3,2,2
273,White Wine,Sauvignon Blanc,Herbed Chicken,Sauvignon Blanc,147,1915,568,30.4,130,2,36.4,2,0,5,3,2,2
274,White Wine,Sauvignon Blanc,Chicken Kiev,Sauvignon Blanc,149,1656,790,38.3,268,2,59.5,2,0,5,3,2,2
275,White Wine,Sauvignon Blanc,Chicken with Lemon or Lime,Sauvignon Blanc,150,614,373,34.8,31,1,10.6,2,0,5,3,2,2
276,White Wine,Sauvignon Blanc,Roasted Chicken with Garlic and/or Herbs,Sauvignon Blanc,2,90,189,11.8,71,1,19.2,2,0,5,3,2,2
277,White Wine,Sauvignon Blanc,Chicken Tikka Masala,Sauvignon Blanc,6,927,403,25,100,5,27.2,2,0,5,3,2,2
278,White Wine,Sauvignon Blanc,Jalapeño Chilie,Sauvignon Blanc,8,1246,347,19.9,68,6,21.4,2,0,5,3,2,2
279,White Wine,Sauvignon Blanc,Dim Sum,Sauvignon Blanc,12,78,173,10.5,8,3,1.6,2,0,5,3,2,2
280,White Wine,Sauvignon Blanc,Chinese Cuisine,Sauvignon Blanc,13,1192,634,36.5,101,9,24.3,2,0,5,3,2,2
281,White Wine,Sauvignon Blanc,Coquilles St. Jacques ,Sauvignon Blanc,14,1605,528,24.6,96,1,29.4,2,0,5,3,2,2
282,White Wine,Sauvignon Blanc,Chives,Sauvignon Blanc,15,15,236,9,23,2,4.5,2,0,5,3,2,2
283,White Wine,Pouilly Fumé,Chives,Sauvignon Blanc,15,15,236,9,23,2,4.5,2,0,5,3,2,2
284,White Wine,Sancerre,Chives,Sauvignon Blanc,15,15,236,9,23,2,4.5,2,0,5,3,2,2
285,White Wine,Sauvignon Blanc,Cheese Fondue,Sauvignon Blanc,20,940,670,28.9,91,9,36.5,2,0,5,3,2,2
286,White Wine,Sauvignon Blanc,Coriander,Sauvignon Blanc,29,744,20,1.1,0,3,0.8,2,0,5,3,2,2
287,White Wine,Sancerre,Coriander,Sauvignon Blanc,29,744,20,1.1,0,3,0.8,2,0,5,3,2,2
288,White Wine,Sauvignon Blanc,Cumin,Sauvignon Blanc,38,24,83,9.1,0,7,0.1,2,0,5,3,2,2
289,White Wine,Sauvignon Blanc,Baba Ghanoush,Sauvignon Blanc,48,331,111,5.9,1,5,3.1,2,0,5,3,2,2
290,White Wine,Sancerre,Baba Ghanoush,Sauvignon Blanc,48,331,111,5.9,1,5,3.1,2,0,5,3,2,2
291,White Wine,Sauvignon Blanc,Omelette with Vegetables,Sauvignon Blanc,55,54,252,21.5,124,7,5.4,2,0,5,3,2,2
292,White Wine,Sancerre,Comté Cheese,Sauvignon Blanc,57,654,426,31.6,21,1,8,2,0,5,3,2,2
293,White Wine,Sauvignon Blanc,Zucchini Blossoms Fried,Sauvignon Blanc,58,250,267,19.6,284,3,14.5,2,0,5,3,2,2
294,White Wine,Pouilly Fumé,Escargot,Sauvignon Blanc,59,770,561,26.7,216,19,58.3,2,0,5,3,2,2
295,White Wine,Sauvignon Blanc,Escargot,Sauvignon Blanc,59,770,561,26.7,216,19,58.3,2,0,5,3,2,2
296,White Wine,Sauvignon Blanc,Fajitas with Peppers,Sauvignon Blanc,62,398,100,2.5,129,9,14.2,2,0,5,3,2,2
297,White Wine,Sauvignon Blanc,Fish and Chips,Sauvignon Blanc,69,175,386,26.2,92,8,26.8,2,0,5,3,2,2
298,White Wine,Sauvignon Blanc,Fish With Garlic,Sauvignon Blanc,70,637,336,26.9,110,8,21.5,2,0,5,3,2,2
299,White Wine,Sauvignon Blanc,Grilled Fish,Sauvignon Blanc,71,1259,554,43.7,62,2,36.3,2,0,5,3,2,2
300,White Wine,Sancerre,Grilled Fish,Sauvignon Blanc,71,1259,554,43.7,62,2,36.3,2,0,5,3,2,2
301,White Wine,Sauvignon Blanc,Fish with Herbs,Sauvignon Blanc,72,1159,250,10.4,71,8,18.3,2,0,5,3,2,2
302,White Wine,Sauvignon Blanc,Fish Stew,Sauvignon Blanc,73,394,339,7.3,118,9,27.2,2,0,5,3,2,2
303,White Wine,Sauvignon Blanc,Flounder,Sauvignon Blanc,75,777,282,15.4,63,2,24.4,2,0,5,3,2,2
304,White Wine,Pouilly Fumé,Flounder,Sauvignon Blanc,75,777,282,15.4,63,2,24.4,2,0,5,3,2,2
305,White Wine,Sancerre,Flounder,Sauvignon Blanc,75,777,282,15.4,63,2,24.4,2,0,5,3,2,2
306,White Wine,Sancerre,Fluke,Sauvignon Blanc,78,,,,,,,2,0,5,3,2,2
307,White Wine,Sauvignon Blanc,Fruit Sauces,Sauvignon Blanc,80,1,95,0.1,0,2,0.3,2,0,5,3,2,2
308,White Wine,Sauvignon Blanc,Garlic,Sauvignon Blanc,81,376,213,10.1,22,4,6.9,2,0,5,3,2,2
309,White Wine,Sancerre,Garlic,Sauvignon Blanc,81,376,213,10.1,22,4,6.9,2,0,5,3,2,2
310,White Wine,Bordeaux AOC White,Greek Cuisine,Sauvignon Blanc,85,1279,746,56.1,70,4,22.1,2,0,5,3,2,2
311,White Wine,Sauvignon Blanc,Greek Cuisine,Sauvignon Blanc,85,1279,746,56.1,70,4,22.1,2,0,5,3,2,2
312,White Wine,Sauvignon Blanc,Grouper,Sauvignon Blanc,86,236,471,30.3,93,2,33.8,2,0,5,3,2,2
313,White Wine,Pouilly Fumé,Haddock,Sauvignon Blanc,89,1565,325,15.7,103,17,27.7,2,0,5,3,2,2
314,White Wine,Sauvignon Blanc,Haddock,Sauvignon Blanc,89,1565,325,15.7,103,17,27.7,2,0,5,3,2,2
315,White Wine,Sancerre,Herring (Smoked Fish),Sauvignon Blanc,100,208,116,10.7,6,4,2.4,2,0,5,3,2,2
316,White Wine,Sauvignon Blanc,Herring (Smoked Fish),Sauvignon Blanc,100,208,116,10.7,6,4,2.4,2,0,5,3,2,2
317,White Wine,Sauvignon Blanc,Horseradish,Sauvignon Blanc,101,39,66,6.1,13,2,1,2,0,5,3,2,2
318,White Wine,Sancerre,Horseradish,Sauvignon Blanc,101,39,66,6.1,13,2,1,2,0,5,3,2,2
319,White Wine,Sauvignon Blanc,Hummus,Sauvignon Blanc,102,236,77,4.3,0,1,2.6,2,0,5,3,2,2
320,White Wine,Sancerre,Seafood Jambalaya,Sauvignon Blanc,106,1177,349,13.8,72,3,22.7,2,0,5,3,2,2
321,White Wine,Sauvignon Blanc,Seafood Jambalaya,Sauvignon Blanc,106,1177,349,13.8,72,3,22.7,2,0,5,3,2,2
322,White Wine,Sauvignon Blanc,Chicken Jambalaya,Sauvignon Blanc,107,563,308,8.5,75,9,25.1,2,0,5,3,2,2
323,White Wine,Sancerre,Chicken Jambalaya,Sauvignon Blanc,107,563,308,8.5,75,9,25.1,2,0,5,3,2,2
324,White Wine,Sauvignon Blanc,Chicken Liver,Sauvignon Blanc,114,203,83,7.1,65,1,4.3,2,0,5,3,2,2
325,White Wine,Sauvignon Blanc,Chicken Liver,Sauvignon Blanc,114,203,83,7.1,65,1,4.3,2,0,5,3,2,2
326,White Wine,Sancerre,Grilled Lobster,Sauvignon Blanc,115,2036,742,60.9,169,3,44.3,2,0,5,3,2,2
327,White Wine,Sancerre,Broiled Lobster,Sauvignon Blanc,116,734,214,8.3,162,1,32,2,0,5,3,2,2
328,White Wine,Sauvignon Blanc,Middle Eastern Cuisine,Sauvignon Blanc,123,646,271,16.9,0,4,7.1,2,0,5,3,2,2
329,White Wine,Sancerre,Onion,Sauvignon Blanc,126,3336,618,35.9,114,5,29.7,2,0,5,3,2,2
330,White Wine,Sauvignon Blanc,Pasta Primavera,Sauvignon Blanc,131,335,380,14.8,11,1,11.9,2,0,5,3,2,2
331,White Wine,Sauvignon Blanc,Pike,Sauvignon Blanc,134,37,268,2.9,93,57,5.6,2,0,5,3,2,2
332,White Wine,Sauvignon Blanc,Quesadillas,Sauvignon Blanc,146,504,244,11.3,35,8,13.7,2,0,5,3,2,2
333,White Wine,Sauvignon Blanc,Red Snapper,Sauvignon Blanc,1,1034,452,25.2,73,2,43.1,2,0,5,3,2,2
334,White Wine,Sauvignon Blanc,Risotto with Lobster,Sauvignon Blanc,5,566,209,1.7,180,1,36.1,2,0,5,3,2,2
335,White Wine,Sauvignon Blanc,Rosemary,Sauvignon Blanc,7,165,596,33.7,198,8,68.1,2,0,5,3,2,2
336,White Wine,Sauvignon Blanc,Caesar Salad,Sauvignon Blanc,8,158,63,5,6,3,2.3,2,0,5,3,2,2
337,White Wine,Pouilly Fumé,Caesar Salad,Sauvignon Blanc,8,158,63,5,6,3,2.3,2,0,5,3,2,2
338,White Wine,Sancerre,Caesar Salad,Sauvignon Blanc,8,158,63,5,6,3,2.3,2,0,5,3,2,2
339,White Wine,Sauvignon Blanc,Cobb Salad,Sauvignon Blanc,10,421,374,20.6,219,6,23.9,2,0,5,3,2,2
340,White Wine,Pouilly Fumé,Green Salad with Goat Cheese,Sauvignon Blanc,11,487,422,35.1,22,19,13.1,2,0,5,3,2,2
341,White Wine,Sancerre,Green Salad with Goat Cheese,Sauvignon Blanc,11,487,422,35.1,22,19,13.1,2,0,5,3,2,2
342,White Wine,Sauvignon Blanc,Green Salad with Goat Cheese,Sauvignon Blanc,11,487,422,35.1,22,19,13.1,2,0,5,3,2,2
343,White Wine,Sauvignon Blanc,Spinach Salad,Sauvignon Blanc,12,63,491,35.2,0,9,6,2,0,5,3,2,2
344,White Wine,Sauvignon Blanc,Grilled Vegetable Salad,Sauvignon Blanc,13,65,261,21.4,0,4,3.5,2,0,5,3,2,2
345,White Wine,Sauvignon Blanc,Salmon Poached with a Lemon Sauce,Sauvignon Blanc,15,137,405,19.1,116,3,48.7,2,0,5,3,2,2
346,White Wine,Sauvignon Blanc,Salt Cod,Sauvignon Blanc,16,8042,433,6.8,173,16,73.4,2,0,5,3,2,2
347,White Wine,Sauvignon Blanc,Tomato Sauce,Sauvignon Blanc,25,229,134,9.9,0,1,2.4,2,0,5,3,2,2
348,White Wine,Sancerre,Sea Urchin,Sauvignon Blanc,31,1131,561,18.5,94,6,46.9,2,0,5,3,2,2
349,White Wine,Sauvignon Blanc,Shrimp Cocktail,Sauvignon Blanc,33,1415,306,4.3,345,9,47.7,2,0,5,3,2,2
350,White Wine,Sancerre,Skate,Sauvignon Blanc,35,,,,,,,2,0,5,3,2,2
351,White Wine,Pouilly Fumé,Skate Sautéed,Sauvignon Blanc,36,387,135,11.9,31,4,4.2,2,0,5,3,2,2
352,White Wine,Sauvignon Blanc,Skate Sautéed,Sauvignon Blanc,36,387,135,11.9,31,4,4.2,2,0,5,3,2,2
353,White Wine,Sauvignon Blanc,Fish Smoked,Sauvignon Blanc,38,95,37,3.3,8,1,1.9,2,0,5,3,2,2
354,White Wine,Pouilly Fumé,Snails,Sauvignon Blanc,39,73,88,7.8,27,9,3.2,2,0,5,3,2,2
355,White Wine,Sauvignon Blanc,Snails,Sauvignon Blanc,39,73,88,7.8,27,9,3.2,2,0,5,3,2,2
356,White Wine,Sauvignon Blanc,Sorrel,Sauvignon Blanc,40,16,177,0.5,0,7,0.9,2,0,5,3,2,2
357,White Wine,Bordeaux AOC White,Cream of Mushroom Soup,Sauvignon Blanc,44,364,148,11,30,6,4.8,2,0,5,3,2,2
358,White Wine,Sauvignon Blanc,Cream of Mushroom Soup,Sauvignon Blanc,44,364,148,11,30,6,4.8,2,0,5,3,2,2
359,White Wine,Sauvignon Blanc,Pea Soup,Sauvignon Blanc,49,255,310,1,0,9,19.7,2,0,5,3,2,2
360,White Wine,Sauvignon Blanc,Potato Soup,Sauvignon Blanc,50,1060,190,3.3,12,1,4.9,2,0,5,3,2,2
361,White Wine,Sauvignon Blanc,Seafood Stew,Sauvignon Blanc,51,1035,392,20.1,178,6,23.2,2,0,5,3,2,2
362,White Wine,Sauvignon Blanc,Tomato Soup,Sauvignon Blanc,52,1073,141,3.4,0,5,5.4,2,0,5,3,2,2
363,White Wine,Sauvignon Blanc,Vegetable Soup,Sauvignon Blanc,53,1295,441,16.6,48,5,22.4,2,0,5,3,2,2
364,White Wine,Sauvignon Blanc,Southwestern Cuisine,Sauvignon Blanc,54,575,419,31.2,29,8,13.6,2,0,5,3,2,2
365,White Wine,Sancerre,Squid Fried,Sauvignon Blanc,55,980,784,20.1,301,5,53,2,0,5,3,2,2
366,White Wine,Sauvignon Blanc,Steak Tartare,Sauvignon Blanc,61,501,293,22.2,159,5,16,2,0,5,3,2,2
367,White Wine,Sauvignon Blanc,Beet and Arugula Salad,Sauvignon Blanc,65,552,379,26.9,19,6,9.9,2,0,5,3,2,2
368,White Wine,Sauvignon Blanc,Tarragon,Sauvignon Blanc,68,128,101,10.9,5,9,0.2,2,0,5,3,2,2
369,White Wine,Sancerre,Tarragon,Sauvignon Blanc,68,128,101,10.9,5,9,0.2,2,0,5,3,2,2
370,White Wine,Sauvignon Blanc,Tomatillos,Sauvignon Blanc,70,439,24,0.6,0,6,0.8,2,0,5,3,2,2
371,White Wine,Pouilly Fumé,Tomatillos,Sauvignon Blanc,70,439,24,0.6,0,6,0.8,2,0,5,3,2,2
372,White Wine,Sauvignon Blanc,Fried Green Tomato,Sauvignon Blanc,71,1877,443,22.9,8,7,8.2,2,0,5,3,2,2
373,White Wine,Pouilly Fumé,Trout,Sauvignon Blanc,72,263,470,33.2,181,6,40.4,2,0,5,3,2,2
374,White Wine,Sancerre,Trout,Sauvignon Blanc,72,263,470,33.2,181,6,40.4,2,0,5,3,2,2
375,White Wine,Sauvignon Blanc,Trout,Sauvignon Blanc,72,263,470,33.2,181,6,40.4,2,0,5,3,2,2
376,White Wine,Bordeaux AOC White,Trout in a Lemon Sauce,Sauvignon Blanc,74,184,563,25.7,201,5,70.9,2,0,5,3,2,2
377,White Wine,Sauvignon Blanc,Tuna Carpaccio,Sauvignon Blanc,76,1233,458,24.7,77,3,42.1,2,0,5,3,2,2
378,White Wine,Sancerre,Wiener Schnitzel,Sauvignon Blanc,84,810,383,9.1,127,2,33.1,2,0,5,3,2,2
379,White Wine,Sauvignon Blanc,Wiener Schnitzel,Sauvignon Blanc,84,810,383,9.1,127,2,33.1,2,0,5,3,2,2
380,White Wine,Sauvignon Blanc,Vietnamese Cuisine Vegetarian,Sauvignon Blanc,86,426,215,8.9,12,8,9.6,2,0,5,3,2,2
381,White Wine,Sauvignon Blanc,Vietnamese Cuisine with Seafood,Sauvignon Blanc,87,231,194,4.3,36,6,23.9,2,0,5,3,2,2
382,White Wine,Sauvignon Blanc,Vinaigrette,Sauvignon Blanc,88,581,130,13.8,0,2,0,2,0,5,3,2,2
383,White Wine,Sauvignon Blanc,Zucchini Blossoms,Sauvignon Blanc,92,278,348,28.1,0,6,5.7,2,0,5,3,2,2
384,White Wine,Sauvignon Blanc,Spinach and Feta Cheese Pastry,Sauvignon Blanc,105,313,246,18.4,62,9,5,2,0,5,3,2,2
385,White Wine,Sancerre,Fettucine Alfredo,Sauvignon Blanc,113,582,964,61.2,184,84,23.7,2,0,5,3,2,2
386,White Wine,Sancerre,Sun Dried Tomatoes,Sauvignon Blanc,114,3,10,0.1,0,2,0.5,2,0,5,3,2,2
387,White Wine,Sauvignon Blanc,Sun Dried Tomatoes,Sauvignon Blanc,114,3,10,0.1,0,2,0.5,2,0,5,3,2,2
388,White Wine,Pouilly Fumé,Sun Dried Tomatoes,Sauvignon Blanc,114,3,10,0.1,0,2,0.5,2,0,5,3,2,2
389,White Wine,Sauvignon Blanc,Vegetarian Lasagna,Sauvignon Blanc,128,395,329,7.2,18,3,17.2,2,0,5,3,2,2
390,White Wine,Sauvignon Blanc,Chicken with a Leek and Mushroom Sauce,Sauvignon Blanc,130,113,198,11.2,47,2,13.8,2,0,5,3,2,2
391,White Wine,Sauvignon Blanc,Bagna Cauda,Sauvignon Blanc,5,96,87,9.3,7,5,0.5,2,0,5,3,2,2
392,White Wine,Sauvignon Blanc,Fish with Barbacue Sauce,Sauvignon Blanc,9,629,107,1.8,0,6,0.8,2,0,5,3,2,2
393,White Wine,Sauvignon Blanc,Bitter Food,Sauvignon Blanc,27,,,,,,,2,0,5,3,2,2
394,White Wine,Sauvignon Blanc,Broccoli,Sauvignon Blanc,32,584,559,48.1,31,9,12.9,2,0,5,3,2,2
395,White Wine,Sauvignon Blanc,Broccoli Rabe,Sauvignon Blanc,33,53,192,17.2,1,6,4.5,2,0,5,3,2,2
396,White Wine,Sauvignon Blanc,Caraway Seeds,Sauvignon Blanc,45,210,73,3.6,0,4,1.5,2,0,5,3,2,2
397,White Wine,Sauvignon Blanc,Caribbean Cusine,Sauvignon Blanc,46,1463,253,15.9,48,4,16.6,2,0,5,3,2,2
398,White Wine,Sauvignon Blanc,Celery,Sauvignon Blanc,47,110,144,0.2,0,8,0.6,2,0,5,3,2,2
399,White Wine,Sancerre,Celery Root,Sauvignon Blanc,48,233,139,9.2,28,7,2.5,2,0,5,3,2,2
400,White Wine,Sauvignon Blanc,Brick Cheese,Sauvignon Blanc,54,654,426,31.6,21,1,8,2,0,5,3,2,2
401,White Wine,Sauvignon Blanc,Bûcheron Cheese,Sauvignon Blanc,55,654,426,31.6,21,1,8,2,0,5,3,2,2
402,White Wine,Sancerre,Chavignol Cheese,Sauvignon Blanc,60,654,426,31.6,21,1,8,2,0,5,3,2,2
403,White Wine,Pouilly Fumé,Cheshire Cheese,Sauvignon Blanc,61,654,426,31.6,21,1,8,2,0,5,3,2,2
404,White Wine,Sauvignon Blanc,Derby Cheese,Sauvignon Blanc,62,467,508,22.6,117,1,6.2,2,0,5,3,2,2
405,White Wine,Sancerre,Pave Affinois Cheese,Sauvignon Blanc,71,654,426,31.6,21,1,8,2,0,5,3,2,2
406,White Wine,Sauvignon Blanc,Pave Affinois Cheese,Sauvignon Blanc,71,654,426,31.6,21,1,8,2,0,5,3,2,2
407,White Wine,Sauvignon Blanc,Saint-Felicien Cheese,Sauvignon Blanc,73,654,426,31.6,21,1,8,2,0,5,3,2,2
408,White Wine,Sancerre,Teleme Cheese,Sauvignon Blanc,75,654,426,31.6,21,1,8,2,0,5,3,2,2
409,White Wine,Sauvignon Blanc,Teleme Cheese,Sauvignon Blanc,75,654,426,31.6,21,1,8,2,0,5,3,2,2
410,White Wine,Sauvignon Blanc,Chicken with Artichokes,Sauvignon Blanc,80,426,312,16.2,75,6,25,2,0,5,3,2,2
411,White Wine,Bordeaux AOC White,Chicken with Tarragon,Sauvignon Blanc,89,248,1013,59,257,2,67,2,0,5,3,2,2
412,White Wine,Sauvignon Blanc,Chile Rellenos,Sauvignon Blanc,91,1746,741,42.3,171,3,39.2,2,0,5,3,2,2
413,White Wine,Sauvignon Blanc,Ancho Chilie,Sauvignon Blanc,93,1246,347,19.9,68,6,21.4,2,0,5,3,2,2
414,White Wine,Sauvignon Blanc,Serrano Chilie,Sauvignon Blanc,98,1246,347,19.9,68,6,21.4,2,0,5,3,2,2
415,White Wine,Sauvignon Blanc,Citrus,Sauvignon Blanc,102,521,158,8.1,27,8,15.2,2,0,5,3,2,2
416,White Wine,Sauvignon Blanc,Collard Greens,Sauvignon Blanc,104,423,255,23.2,24,3,3.7,2,0,5,3,2,2
417,White Wine,Sauvignon Blanc,Crab with Grapefruit,Sauvignon Blanc,108,1576,722,29.4,333,8,67.6,2,0,5,3,2,2
418,White Wine,Sauvignon Blanc,Creole Cuisine,Sauvignon Blanc,111,1114,424,14.7,369,2,40.8,2,0,5,3,2,2
419,White Wine,Sauvignon Blanc,Cucumber,Sauvignon Blanc,112,1751,238,9.4,0,1,5.8,2,0,5,3,2,2
420,White Wine,Sancerre,Cucumber,Sauvignon Blanc,112,1751,238,9.4,0,1,5.8,2,0,5,3,2,2
421,White Wine,Sancerre,Eel,Sauvignon Blanc,128,3341,1095,50.3,432,5,66.6,2,0,5,3,2,2
422,White Wine,Sauvignon Blanc,Deviled Eggs,Sauvignon Blanc,132,88,77,5.5,187,7,6.3,2,0,5,3,2,2
423,White Wine,Sauvignon Blanc,Huevos Rancheros,Sauvignon Blanc,135,1194,494,32.9,247,2,26.6,2,0,5,3,2,2
424,White Wine,Sauvignon Blanc,Enchiladas,Sauvignon Blanc,137,639,755,46,150,5,36.3,2,0,5,3,2,2
425,White Wine,Pouilly Fumé,Escabeche,Sauvignon Blanc,139,1501,184,17.2,0,5,1.6,2,0,5,3,2,2
